file,year,county,url
GIS,2014,Lake,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/lake/Lake_pin.zip
GIS,2014,Lee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/lee/Lee_pin.zip
GIS,2014,Leon,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/leon/Leon_pin.zip
GIS,2014,Levy,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/levy/Levy_pin.zip
GIS,2014,Liberty,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/liberty/Liberty_pin.zip
GIS,2014,Madison,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/madison/Madison_pin.zip
GIS,2014,Manatee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/manatee/Manatee_pin.zip
GIS,2014,Marion,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/marion/Marion_pin.zip
GIS,2014,Martin,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/martin/Martin_pin.zip
GIS,2014,Monroe,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/monroe/Monroe_pin.zip
GIS,2014,Nassau,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/nassau/Nassau_pin.zip
GIS,2014,Okaloosa,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/okaloosa/Okaloosa_pin.zip
GIS,2014,Okeechobee,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/okeechobee/Okeechobee_pin.zip
GIS,2014,Orange,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/orange/Orange_pin.zip
GIS,2014,Osceola,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/osceola/Osceola_pin.zip
GIS,2014,Palm Beach,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/palm beach/Palm_Beach_pin.zip
GIS,2014,Pasco,ftp://sdrftp03.dor.state.fl.us/Map Data/00_2014/pasco/Pasco_pin.zip
